"filename", "language", "Ini", "JSON", "C", "YAML", "C++", "ARM", "JSON with Comments", "CMake", "Makefile", "Docker", "Markdown", "HTML", "Python", "Go", "Shell Script", "Groovy", "Batch", "XML", "CSS", "Properties", "Diff", "comment", "blank", "total"
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\DeviceAttributes\solution.csolution.yml", "YAML", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 83
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\DeviceAttributes\trustzone\non-secure.clayer.yml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\DeviceAttributes\trustzone\secure-only.clayer.yml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\DeviceAttributes\trustzone\secure.clayer.yml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\DeviceAttributes\trustzone\trustzone.cproject.yml", "YAML", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 41
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\DeviceAttributes\trustzone\tz-disabled.clayer.yml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\Executes\error.csolution.yml", "YAML", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 47
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\Executes\project\project.cproject.yml", "YAML", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 25
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\Executes\ref\solution.cbuild-idx.yml", "YAML", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 68
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\Executes\solution.csolution.yml", "YAML", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 49
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\FilenameCase\Filename.cproject.yml", "YAML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\FilenameCase\filename.csolution.yml", "YAML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 15
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\CM0.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\CM3.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\Debug.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\Debug_CM0_CM3.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\Debug_Release_CM0.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\Release.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\regex-fail.csolution.yml", "YAML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 24
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\regex.cproject.yml", "YAML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 21
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\ForContextRegex\regex.csolution.yml", "YAML", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 23
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\Instances\instances.cproject.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 13
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\Instances\instances.csolution.yml", "YAML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 21
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\Instances\ref\instances.Debug+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 94
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\lang-scope.cproject.yml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\lang-scope.csolution.yml", "YAML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 20
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\Dummy\Subfolder\dummy.c", "C", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\Dummy\dummy.c", "C", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\LanguageAndScope\Dummy.c", "C", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\LanguageAndScope\Dummy.cpp", "C++", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\LanguageAndScope\Hidden\Hidden.h", "C++", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\LanguageAndScope\Private\Private.h", "C++", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\LanguageAndScope\Public\Public.h", "C++", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\pack\LanguageAndScope\Visible\Visible.h", "C++", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LanguageAndScope\ref\lang-scope.Debug_AC6+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 85
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\layer\linker.clayer.yml", "YAML", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 35
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\linker.cproject.yml", "YAML", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 40
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\linker.csolution.yml", "YAML", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 35
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\linker.AutoGen+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\linker.AutoGen+RteTest_Board.cbuild.yml", "YAML", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 84
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\linker.Debug_AC6+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 58
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\linker.Debug_GCC+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\linker.FromComponent+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 81
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\linker.PriorityDefines+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 108
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\linker.PriorityRegions+RteTest_ARMCM3.cbuild.yml", "YAML", 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 106
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\regions_RteTest-Test-board_With.Memory.h", "C++", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 18, 107
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\LinkerOptions\ref\regions_RteTest_ARMCM3.h", "C++", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 17, 102
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_frozen.cbuild-pack.yml", "YAML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_frozen.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_frozen_no_pack_file.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_invalid_content.cbuild-pack.yml", "YAML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_invalid_content.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_invalid_content2.cbuild-pack.yml", "YAML", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_invalid_content2.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_unused_local_pack_ignored.csolution.yml", "YAML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 13
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_used_local_pack_ignored.csolution.yml", "YAML", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 13
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_with_disallowed_field.cbuild-pack.yml", "YAML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_with_disallowed_field.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_with_disallowed_field2.cbuild-pack.yml", "YAML", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_with_disallowed_field2.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_with_unmatched_vendor.cbuild-pack.yml", "YAML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_with_unmatched_vendor.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\cbuild_pack_without_used_components.csolution.yml", "YAML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\lock_pack_version.cbuild-pack.yml", "YAML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\lock_pack_version.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\pack_lock_with_added_pack.cbuild-pack.yml", "YAML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\pack_lock_with_added_pack.csolution.yml", "YAML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\pack_lock_with_version_range.csolution.yml", "YAML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\pack_version_not_available.cbuild-pack.yml", "YAML", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\pack_version_not_available.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_cleanup.cbuild-pack.yml", "YAML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_cleanup.csolution.yml", "YAML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_find_unspecified_pack_using_load_argument.csolution.yml", "YAML", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 11
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_no_pack_list.csolution.yml", "YAML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 9
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_reselect_selected-by-pack.cbuild-pack.yml", "YAML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_reselect_selected-by-pack.cproject.yml", "YAML", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_reselect_selected-by-pack.csolution.yml", "YAML", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 15
"e:\fosi_stuff\ZH3_v_0_1\ZH3\proj_by_RTOS\dsp\devtools-main\devtools-main\tools\projmgr\test\data\TestSolution\PackLocking\project_pack_lock_using_load_argument.csolution.yml", "YAML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
